Product,Price,Old Price,URL,Platform
"Apple MacBook Air 2020 Retina - 13.3"" - Intel Core i3 - 8GB RAM + 256GB SSD - Windows - Batterie 10h - Remis à neuf",4999.0,7999.0,https://www.jumia.ma/apple-macbook-air-2020-retina-13.3-intel-core-i3-8gb-ram-256gb-ssd-windows-batterie-10h-remis-a-neuf-64628197.html,Jumia
Hp Workstation Z240 i7-6700 16 Go 256Go SSD 500Go -Remis à neuf,2650.0,3500.0,https://www.jumia.ma/hp-workstation-z240-i7-6700-16-go-256go-ssd-500go-remis-a-neuf-64134809.html,Jumia
Hp PC Portable ELITEBOOK X360 G3 I7-8éme -16GB- 256GB SSD-TACTILE-AZERTY-REMIS À NEUF,5759.0,6999.0,https://www.jumia.ma/hp-pc-portable-elitebook-x360-g3-i7-8eme-16gb-256gb-ssd-tactile-azerty-remis-a-neuf-64719925.html,Jumia
Hp EliteBook 840 14Pouce G3 Core i5 6eme Grd 8Go DDR4-256 M.2 SSD Remis a Neuf,2699.0,5600.0,https://www.jumia.ma/hp-elitebook-840-14pouce-g3-core-i5-6eme-grd-8go-ddr4-256-m.2-ssd-remis-a-neuf-44998326.html,Jumia
Hp i5 6ème Génération - 32GB RAM - 256GB SSD / 500GB HDD - NVIDIA NVS 510 2GB - Windows 10 + Office + Adobe Master Collection - Remis à Neuf,1950.0,2500.0,https://www.jumia.ma/hp-i5-6eme-generation-32gb-ram-256gb-ssd-500gb-hdd-nvidia-nvs-510-2gb-windows-10-office-adobe-master-collection-remis-a-neuf-67004632.html,Jumia
"Apple Macbook Pro Retina 13,3"" -2015 -INTEL CORE i5-RAM 8Go-SSD 128Go - Remis a neuf",3265.0,4199.0,https://www.jumia.ma/apple-macbook-pro-retina-133-2015-intel-core-i5-ram-8go-ssd-128go-remis-a-neuf-62640647.html,Jumia
"Hp Compaq Elite 8000 USDT + Écran 17"" - Intel Dual Core - 4Go RAM - 320Go HDD - PC Bureau Complet",899.0,1499.0,https://www.jumia.ma/hp-compaq-elite-8000-usdt-ecran-17-intel-dual-core-4go-ram-320go-hdd-pc-bureau-complet-67106577.html,Jumia
"Hp EliteBook X360 G3 - Intel Core i5 - 8Go RAM - 512Go SSD - 13.3"" Tactile - (Remis à Neuf)",3359.0,9999.0,https://www.jumia.ma/hp-elitebook-x360-g3-intel-core-i5-8go-ram-512go-ssd-13.3-tactile-remis-a-neuf-61942802.html,Jumia
Hp Elitedesk 600 G3 Mini WiFi Core i5-6500T - 8Go DDR4 - 256Go SSD - Win 10 Pro (Remis à Neuf),1399.0,4199.0,https://www.jumia.ma/elitedesk-800-g3-mini-core-i5-6500t-8go-ddr4-256go-ssd-remis-a-neuf-hp-mpg1399437.html,Jumia
Hp UC ProDesk 400G3 MT /Core i5-6500 6éme Génération / 8Go RAM / 500Go HDD -remis à neuf,1390.0,2090.0,https://www.jumia.ma/uc-prodesk-400g3-mt-core-i5-6500-6eme-generation-8go-ram-500go-hdd-remis-a-neuf-hp-mpg1399390.html,Jumia
